GoModel,GQLModel,TableName,EmbeddedStruct,GoField,DataType,GQLField,DBField
PlanPayments,PlanPayments,plan_payments,null,ProvidingThirdPartyFile,*bool,providingThirdPartyFile,providing_third_party_file
PlanPayments,PlanPayments,plan_payments,null,IsContractorAwareTestDataRequirements,*bool,isContractorAwareTestDataRequirements,is_contractor_aware_test_data_requirements
PlanPayments,PlanPayments,plan_payments,null,BeneficiaryCostSharingLevelAndHandling,*string,beneficiaryCostSharingLevelAndHandling,beneficiary_cost_sharing_level_and_handling
PlanPayments,PlanPayments,plan_payments,null,WaiveBeneficiaryCostSharingForAnyServices,*bool,waiveBeneficiaryCostSharingForAnyServices,waive_beneficiary_cost_sharing_for_any_services
PlanPayments,PlanPayments,plan_payments,null,WaiveBeneficiaryCostSharingServiceSpecification,*string,waiveBeneficiaryCostSharingServiceSpecification,waive_beneficiary_cost_sharing_service_specification
PlanPayments,PlanPayments,plan_payments,null,WaiverOnlyAppliesPartOfPayment,*bool,waiverOnlyAppliesPartOfPayment,waiver_only_applies_part_of_payment
PlanPayments,PlanPayments,plan_payments,null,WaiveBeneficiaryCostSharingNote,*string,waiveBeneficiaryCostSharingNote,waive_beneficiary_cost_sharing_note
PlanPayments,PlanPayments,plan_payments,null,NonClaimsPayments,pq.StringArray,nonClaimsPayments,non_claims_payments
PlanPayments,PlanPayments,plan_payments,null,NonClaimsPaymentsOther,*string,nonClaimsPaymentOther,non_claims_payments_other
PlanPayments,PlanPayments,plan_payments,null,NonClaimsPaymentsNote,*string,nonClaimsPaymentsNote,non_claims_payments_note
PlanPayments,PlanPayments,plan_payments,null,PaymentCalculationOwner,*string,paymentCalculationOwner,payment_calculation_owner
PlanPayments,PlanPayments,plan_payments,null,NumberPaymentsPerPayCycle,*string,numberPaymentsPerPayCycle,number_payments_per_pay_cycle
PlanPayments,PlanPayments,plan_payments,null,NumberPaymentsPerPayCycleNote,*string,numberPaymentsPerPayCycleNote,number_payments_per_pay_cycle_note
PlanPayments,PlanPayments,plan_payments,null,SharedSystemsInvolvedAdditionalClaimPayment,*bool,sharedSystemsInvolvedAdditionalClaimPayment,shared_systems_involved_additional_claim_payment
PlanPayments,PlanPayments,plan_payments,null,SharedSystemsInvolvedAdditionalClaimPaymentNote,*string,sharedSystemsInvolvedAdditionalClaimPaymentNote,shared_systems_involved_additional_claim_payment_note
PlanPayments,PlanPayments,plan_payments,null,PlanningToUseInnovationPaymentContractor,*bool,planningToUseInnovationPaymentContractor,planning_to_use_innovation_payment_contractor
PlanPayments,PlanPayments,plan_payments,null,PlanningToUseInnovationPaymentContractorNote,*string,planningToUseInnovationPaymentContractorNote,planning_to_use_innovation_payment_contractor_note
PlanPayments,PlanPayments,plan_payments,null,FundingStructure,*string,fundingStructure,funding_structure
PlanPayments,PlanPayments,plan_payments,null,ExpectedCalculationComplexityLevel,*models.ComplexityCalculationLevelType,expectedCalculationComplexityLevel,expected_calculation_complexity_level
PlanPayments,PlanPayments,plan_payments,null,ExpectedCalculationComplexityLevelNote,*string,expectedCalculationComplexityLevelNote,expected_calculation_complexity_level_note
PlanPayments,PlanPayments,plan_payments,null,CanParticipantsSelectBetweenPaymentMechanisms,*bool,canParticipantsSelectBetweenPaymentMechanisms,can_participants_select_between_payment_mechanisms
PlanPayments,PlanPayments,plan_payments,null,CanParticipantsSelectBetweenPaymentMechanismsHow,*string,canParticipantsSelectBetweenPaymentMechanismsHow,can_participants_select_between_payment_mechanisms_how
PlanPayments,PlanPayments,plan_payments,null,CanParticipantsSelectBetweenPaymentMechanismsNote,*string,canParticipantsSelectBetweenPaymentMechanismsNote,can_participants_select_between_payment_mechanisms_note
PlanPayments,PlanPayments,plan_payments,null,AnticipatedPaymentFrequency,pq.StringArray,anticipatedPaymentFrequency,anticipated_payment_frequency
PlanPayments,PlanPayments,plan_payments,null,AnticipatedPaymentFrequencyOther,*string,anticipatedPaymentFrequencyOther,anticipated_payment_frequency_other
PlanPayments,PlanPayments,plan_payments,null,AnticipatedPaymentFrequencyNote,*string,anticipatedPaymentFrequencyNote,anticipated_payment_frequency_note
PlanPayments,PlanPayments,plan_payments,null,WillRecoverPayments,*bool,willRecoverPayments,will_recover_payments
PlanPayments,PlanPayments,plan_payments,null,WillRecoverPaymentsNote,*string,willRecoverPaymentsNote,will_recover_payments_note
PlanPayments,PlanPayments,plan_payments,null,AnticipateReconcilingPaymentsRetrospectively,*bool,anticipateReconcilingPaymentsRetrospectively,anticipate_reconciling_payments_retrospectively
PlanPayments,PlanPayments,plan_payments,null,AnticipateReconcilingPaymentsRetrospectivelyNote,*string,anticipateReconcilingPaymentsRetrospectivelyNote,anticipate_reconciling_payments_retrospectively_note
PlanPayments,PlanPayments,plan_payments,null,PaymentStartDate,*time.Time,paymentStartDate,payment_start_date
PlanPayments,PlanPayments,plan_payments,null,PaymentStartDateNote,*string,paymentStartDateNote,payment_start_date_note
PossibleOperationalNeed,PossibleOperationalNeed,possible_operational_need,null,ID,int,id,id
PossibleOperationalNeed,PossibleOperationalNeed,possible_operational_need,models.createdByRelation,CreatedBy,uuid.UUID,createdBy,created_by
PossibleOperationalNeed,PossibleOperationalNeed,possible_operational_need,models.createdByRelation | time.Time,wall,uint64,,
PossibleOperationalNeed,PossibleOperationalNeed,possible_operational_need,models.createdByRelation | time.Time,ext,int64,,
PossibleOperationalNeed,PossibleOperationalNeed,possible_operational_need,models.createdByRelation | time.Time,loc,*time.Location,,
PossibleOperationalNeed,PossibleOperationalNeed,possible_operational_need,models.modifiedByRelation,ModifiedBy,*uuid.UUID,modifiedBy,modified_by
PossibleOperationalNeed,PossibleOperationalNeed,possible_operational_need,models.modifiedByRelation,ModifiedDts,*time.Time,modifiedDts,modified_dts
PossibleOperationalNeed,PossibleOperationalNeed,possible_operational_need,null,Name,string,name,need_name
PossibleOperationalNeed,PossibleOperationalNeed,possible_operational_need,null,Key,models.OperationalNeedKey,key,need_key
PossibleOperationalNeed,PossibleOperationalNeed,possible_operational_need,null,Section,models.TaskListSection,section,section
PossibleOperationalSolution,PossibleOperationalSolution,possible_operational_solution,null,ID,int,id,id
PossibleOperationalSolution,PossibleOperationalSolution,possible_operational_solution,models.createdByRelation,CreatedBy,uuid.UUID,createdBy,created_by
PossibleOperationalSolution,PossibleOperationalSolution,possible_operational_solution,models.createdByRelation | time.Time,wall,uint64,,
PossibleOperationalSolution,PossibleOperationalSolution,possible_operational_solution,models.createdByRelation | time.Time,ext,int64,,
PossibleOperationalSolution,PossibleOperationalSolution,possible_operational_solution,models.createdByRelation | time.Time,loc,*time.Location,,
PossibleOperationalSolution,PossibleOperationalSolution,possible_operational_solution,models.modifiedByRelation,ModifiedBy,*uuid.UUID,modifiedBy,modified_by
PossibleOperationalSolution,PossibleOperationalSolution,possible_operational_solution,models.modifiedByRelation,ModifiedDts,*time.Time,modifiedDts,modified_dts
PossibleOperationalSolution,PossibleOperationalSolution,possible_operational_solution,null,Name,string,name,sol_name
PossibleOperationalSolution,PossibleOperationalSolution,possible_operational_solution,null,Key,models.OperationalSolutionKey,key,sol_key
PossibleOperationalSolution,PossibleOperationalSolution,possible_operational_solution,null,TreatAsOther,bool,treatAsOther,treat_as_other
UserAccount,UserAccount,user_account,null,ID,uuid.UUID,id,id
UserAccount,UserAccount,user_account,null,Username,*string,username,username
UserAccount,UserAccount,user_account,null,IsEUAID,bool,isEUAID,is_euaid
UserAccount,UserAccount,user_account,null,CommonName,string,commonName,common_name
UserAccount,UserAccount,user_account,null,Locale,string,locale,locale
UserAccount,UserAccount,user_account,null,Email,string,email,email
UserAccount,UserAccount,user_account,null,GivenName,string,given_name,given_name
UserAccount,UserAccount,user_account,null,FamilyName,string,family_name,family_name
UserAccount,UserAccount,user_account,null,ZoneInfo,string,zoneinfo,zone_info
UserAccount,UserAccount,user_account,null,HasLoggedIn,bool,hasLoggedIn,has_logged_in
